"Tempo [s]","Numero di Codici di Errore","Stato MIL","Stato Misfire","Stato del test del sistema di alimentazione","Stato del test dei componenti","Stato del monitoraggio dell'iniezione","Stato del test del catalizzatore","Heated Cat / Nox Monitor test status","Stato del test del sistema evaporativo","Secondary air sys test status","Stato test refrigerante aria condizionata","Stato test Sensore Ossigeno","Stato test Riscaldamento Sensore Ossigeno","Stato test Sistema EGR","Stato Sistema Carburante 1","Stato Sistema Carburante 2","Valore calcolato del carico","Temperatura refrigerante","Short Term Fuel Trim (Bank 1)","Long Term Fuel Trim (Bank 1)","Pressione collettore di entrata","Giri motore","Velocità veicolo","Timing Advance (Cyl. #1)","Temperatura aria di entrata","Rateo flusso d'aria (sensore MAF)","Absolute Throttle Position","Sensori ossigeno presenti","O2 Sensor Voltage B1S1","O2 Sensor fuel trim B1S1","O2 Sensor Voltage B1S2","O2 Sensor fuel trim B1S2","OBD conforme a","Tempo dall'avvio del motore","Distance since MIL activated","Commanded EGR","Commanded Evaporative Purge","Warm-ups since ECU reset","Distance since ECU reset","Barometric Pressure (absolute)","ECU voltage","Absolute Engine Load","Relative Throttle Position",
    2024-03-13 18:32:05.623,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,29.019607543945312,77.0,0.0,-3.125,35.0,709.75,1.0,9.5,39.0,1.8700000047683716,16.86274528503418,3.0,95.0,1.5625,1275.0,99.21875,6.0,0.007222222164273262,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,21.176469802856445,7.843137264251709,
    2024-03-13 18:32:07.789,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,29.41176414489746,77.0,1.5625,-3.125,35.0,694.5,1.0,10.5,39.0,1.8700000047683716,16.86274528503418,3.0,755.0,-0.78125,1275.0,99.21875,6.0,0.007222222164273262,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,21.176469802856445,7.843137264251709,
    2024-03-13 18:32:10.228,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,28.627450942993164,77.0,-0.78125,-3.125,36.0,710.5,1.0,10.0,39.0,1.8700000047683716,16.86274528503418,3.0,465.0,-0.78125,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,21.176469802856445,7.843137264251709,
    2024-03-13 18:32:12.560,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,32.54901885986328,77.0,3.125,0.78125,26.0,688.25,1.0,10.0,39.0,1.940000057220459,16.86274528503418,3.0,90.0,1.5625,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,46.66666793823242,7.843137264251709,
    2024-03-13 18:32:14.624,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,38.82352828979492,77.0,-5.46875,-1.5625,41.0,1401.0,1.0,15.5,39.0,2.430000066757202,16.86274528503418,3.0,45.0,0.0,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,31.764705657958984,3.9215686321258545,
    2024-03-13 18:32:16.712,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,80.0,77.0,-4.6875,-0.78125,83.0,1102.5,2.0,13.5,39.0,2.0799999237060547,16.86274528503418,3.0,495.0,-3.125,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,23.13725471496582,7.843137264251709,
    2024-03-13 18:32:19.027,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,27.45098114013672,78.0,-0.78125,-3.125,32.0,1888.5,0.0,40.0,39.0,8.75,16.86274528503418,3.0,930.0,-2.34375,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.96500015258789,16.86274528503418,0.0,
    2024-03-13 18:32:21.178,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,30.980392456054688,78.0,1.5625,-3.125,38.0,890.0,2.0,12.0,38.0,2.0999999046325684,16.86274528503418,3.0,50.0,0.78125,1275.0,99.21875,6.0,0.010555555112659931,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.925999641418457,21.568628311157227,0.0,
    2024-03-13 18:32:23.737,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,26.27450942993164,78.0,0.0,-3.125,34.0,757.75,0.0,15.5,38.0,7.570000171661377,23.13725471496582,3.0,265.0,-4.6875,1275.0,99.21875,6.0,0.013888888992369175,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.906000137329102,15.29411792755127,0.0,
    2024-03-13 18:32:25.772,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,28.627450942993164,78.0,1.5625,-3.125,37.0,862.75,1.0,15.0,38.0,2.1700000762939453,16.86274528503418,3.0,55.0,0.78125,1275.0,99.21875,6.0,0.013888888992369175,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.906000137329102,20.784313201904297,0.0,
    2024-03-13 18:32:27.813,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,28.235294342041016,78.0,3.125,-3.125,36.0,810.25,2.0,11.0,38.0,2.119999885559082,16.86274528503418,3.0,50.0,2.34375,1275.0,99.21875,6.0,0.013888888992369175,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.906000137329102,20.39215660095215,0.0,
    2024-03-13 18:32:29.835,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,27.843137741088867,78.0,3.90625,-3.125,35.0,763.5,1.0,14.0,38.0,2.0799999237060547,16.86274528503418,3.0,415.0,3.90625,1275.0,99.21875,6.0,0.013888888992369175,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.944999694824219,20.39215660095215,0.0,
    2024-03-13 18:32:31.879,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,28.627450942993164,79.0,2.34375,-3.125,40.0,801.5,2.0,8.5,38.0,2.119999885559082,16.86274528503418,3.0,785.0,2.34375,1275.0,99.21875,6.0,0.013888888992369175,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.944999694824219,20.39215660095215,0.0,
    2024-03-13 18:32:34.533,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,34.90196228027344,79.0,4.6875,-3.125,44.0,609.0,2.0,18.0,37.0,2.009999990463257,16.86274528503418,3.0,95.0,4.6875,1275.0,99.21875,6.0,0.017222221940755844,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.82800006866455,26.27450942993164,0.0,
    2024-03-13 18:32:36.850,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,29.80392074584961,79.0,4.6875,-3.125,39.0,690.5,4.0,8.5,37.0,2.1500000953674316,16.86274528503418,3.0,75.0,4.6875,1275.0,99.21875,6.0,0.017222221940755844,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.866999626159668,21.960784912109375,0.0,
    2024-03-13 18:32:38.765,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,34.117645263671875,79.0,3.125,-3.125,41.0,771.5,2.0,6.0,37.0,2.240000009536743,16.86274528503418,3.0,105.0,5.46875,1275.0,99.21875,6.0,0.017222221940755844,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.866999626159668,26.27450942993164,0.0,
    2024-03-13 18:32:40.941,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,39.2156867980957,79.0,1.5625,0.0,47.0,827.25,0.0,14.5,37.0,5.949999809265137,22.745098114013672,3.0,925.0,1.5625,1275.0,99.21875,6.0,0.017222221940755844,0.0,17.647058486938477,3.9215686321258545,255.0,11605.0,96.0,13.984000205993652,27.45098114013672,5.882352828979492,
    2024-03-13 18:32:42.934,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,34.509803771972656,79.0,5.46875,-1.5625,39.0,1386.25,3.0,29.0,37.0,5.570000171661377,21.960784912109375,3.0,115.0,5.46875,1275.0,99.21875,6.0,0.017222221940755844,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,14.003999710083008,27.843137741088867,4.313725471496582,
    2024-03-13 18:32:45.099,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,48.235294342041016,79.0,10.15625,-1.5625,61.0,1470.75,9.0,35.0,36.0,5.900000095367432,22.745098114013672,3.0,95.0,9.375,1120.0,99.21875,6.0,0.017222221940755844,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,14.003999710083008,30.58823585510254,6.666666507720947,
    2024-03-13 18:32:47.410,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,62.35293960571289,79.0,2.34375,-0.78125,66.0,1338.0,9.0,24.5,36.0,7.75,24.3137264251709,3.0,120.0,6.25,945.0,99.21875,6.0,0.02083333395421505,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,13.984000205993652,45.882354736328125,7.843137264251709,
    2024-03-13 18:32:49.822,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,62.35293960571289,79.0,1.5625,-0.78125,67.0,1285.5,9.0,23.5,36.0,7.690000057220459,24.3137264251709,3.0,705.0,7.03125,895.0,99.21875,6.0,0.02083333395421505,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,14.003999710083008,45.490196228027344,7.843137264251709,
    2024-03-13 18:32:51.954,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,56.86274337768555,79.0,6.25,-1.5625,57.0,1397.0,9.0,25.5,36.0,7.809999942779541,24.3137264251709,3.0,825.0,1.5625,875.0,99.21875,6.0,0.02083333395421505,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,13.984000205993652,41.568626403808594,7.843137264251709,
    2024-03-13 18:32:53.854,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,46.27450942993164,79.0,0.78125,1.5625,53.0,1606.0,10.0,32.5,36.0,8.119999885559082,24.3137264251709,3.0,835.0,1.5625,870.0,99.21875,6.0,0.02083333395421505,0.0,21.960784912109375,0.0,255.0,11605.0,96.0,13.984000205993652,34.117645263671875,7.058823585510254,
    2024-03-13 18:32:56.162,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,34.90196228027344,81.0,-1.5625,1.5625,45.0,1809.5,12.0,44.0,36.0,6.739999771118164,23.13725471496582,3.0,790.0,-1.5625,865.0,99.21875,6.0,0.02083333395421505,0.0,40.0,0.0,255.0,11605.0,96.0,13.984000205993652,25.490196228027344,6.274509906768799,
    2024-03-13 18:32:58.452,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,40.0,81.0,3.90625,2.34375,52.0,1864.5,12.0,46.0,34.0,6.139999866485596,22.745098114013672,3.0,120.0,3.125,855.0,99.21875,6.0,0.024166665971279144,0.0,30.980392456054688,0.0,255.0,11605.0,96.0,14.003999710083008,26.66666603088379,6.666666507720947,
    2024-03-13 18:33:01.027,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,34.90196228027344,81.0,-1.5625,2.34375,43.0,1940.75,12.0,51.0,34.0,7.389999866485596,23.921567916870117,3.0,290.0,-2.34375,855.0,99.21875,6.0,0.024166665971279144,0.0,53.33333206176758,0.0,255.0,11605.0,96.0,14.003999710083008,26.66666603088379,7.058823585510254,
    2024-03-13 18:33:03.636,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,30.19607925415039,81.0,-3.90625,3.125,39.0,2323.0,15.0,50.0,34.0,6.579999923706055,23.13725471496582,3.0,320.0,3.125,860.0,99.21875,6.0,0.024166665971279144,0.0,40.0,0.0,255.0,11605.0,96.0,14.003999710083008,21.960784912109375,6.274509906768799,
    2024-03-13 18:33:05.802,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,29.41176414489746,81.0,2.34375,2.34375,38.0,2259.75,15.0,49.5,34.0,6.739999771118164,23.13725471496582,3.0,860.0,-2.34375,860.0,99.21875,6.0,0.024166665971279144,0.0,40.0,0.0,255.0,11605.0,96.0,13.96500015258789,21.568628311157227,5.882352828979492,
    2024-03-13 18:33:07.900,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.921567916870117,83.0,-4.6875,2.34375,33.0,2103.0,14.0,51.5,34.0,4.809999942779541,21.176469802856445,3.0,840.0,-3.125,850.0,99.21875,6.0,0.024166665971279144,0.0,26.66666603088379,0.0,255.0,11605.0,96.0,13.96500015258789,17.647058486938477,4.313725471496582,
    2024-03-13 18:33:10.542,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,31.372549057006836,83.0,-3.125,2.34375,46.0,1971.0,13.0,49.0,33.0,4.570000171661377,21.176469802856445,3.0,845.0,-3.125,840.0,99.21875,6.0,0.024166665971279144,0.0,26.66666603088379,0.0,255.0,11605.0,96.0,13.984000205993652,20.39215660095215,5.882352828979492,
    2024-03-13 18:33:13.447,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,20.0,83.0,3.125,-0.78125,58.0,1599.5,11.0,30.5,33.0,6.139999866485596,22.745098114013672,3.0,785.0,-1.5625,840.0,99.21875,6.0,0.027499999850988388,0.0,13.333333015441895,0.0,255.0,11605.0,96.0,13.847999572753906,16.47058868408203,0.0,
    2024-03-13 18:33:16.218,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,83.0,0.0,-3.125,36.0,1651.25,4.0,34.5,33.0,2.430000066757202,16.86274528503418,3.0,920.0,0.0,860.0,99.21875,6.0,0.027499999850988388,0.0,0.0,0.0,255.0,11605.0,96.0,13.574000358581543,19.215686798095703,0.0,
    2024-03-13 18:33:18.499,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,27.058822631835938,83.0,1.5625,-3.125,35.0,843.25,0.0,9.5,33.0,2.240000009536743,16.86274528503418,3.0,585.0,0.0,830.0,99.21875,6.0,0.027499999850988388,0.0,0.0,0.0,255.0,11605.0,96.0,13.574000358581543,20.0,0.0,
    2024-03-13 18:33:21.038,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,29.41176414489746,84.0,0.78125,0.0,29.0,854.25,0.0,14.0,33.0,2.1700000762939453,16.86274528503418,3.0,85.0,1.5625,820.0,99.21875,6.0,0.027499999850988388,0.0,0.0,8.627450942993164,255.0,11605.0,96.0,13.82800006866455,56.86274337768555,4.705882549285889,
    2024-03-13 18:33:23.442,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,26.66666603088379,84.0,0.78125,-3.125,35.0,1097.5,1.0,11.0,33.0,2.200000047683716,16.86274528503418,3.0,50.0,0.0,840.0,99.21875,6.0,0.031111111864447594,0.0,0.0,0.0,255.0,11605.0,96.0,13.906000137329102,20.0,0.0,
    2024-03-13 18:33:26.803,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,26.27450942993164,84.0,0.0,-3.125,34.0,857.0,0.0,11.5,33.0,2.1500000953674316,16.86274528503418,3.0,115.0,1.5625,820.0,99.21875,6.0,0.031111111864447594,0.0,0.0,0.0,255.0,11605.0,96.0,13.847999572753906,19.60784339904785,0.0,
    2024-03-13 18:33:28.946,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,78.82353210449219,84.0,-0.78125,-0.78125,81.0,785.0,0.0,12.0,33.0,6.739999771118164,32.156864166259766,3.0,915.0,-2.34375,875.0,99.21875,6.0,0.031111111864447594,0.0,0.0,14.117647171020508,255.0,11605.0,96.0,13.847999572753906,61.568626403808594,11.764705657958984,
    2024-03-13 18:33:31.286,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,14.901960372924805,84.0,2.34375,-0.78125,50.0,1660.5,6.0,29.5,33.0,12.34000015258789,28.627450942993164,3.0,870.0,5.46875,830.0,99.21875,6.0,0.031111111864447594,0.0,0.0,0.0,255.0,11605.0,96.0,13.96500015258789,9.019607543945312,0.0,
    2024-03-13 18:33:33.543,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,89.80392456054688,85.0,-1.5625,3.90625,85.0,1262.75,15.0,21.0,33.0,10.470000267028809,29.41176414489746,3.0,95.0,2.34375,825.0,99.21875,6.0,0.031111111864447594,0.0,0.0,30.980392456054688,255.0,11605.0,96.0,13.944999694824219,65.49019622802734,16.47058868408203,
    2024-03-13 18:33:35.844,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,14.509803771972656,85.0,3.125,-0.78125,36.0,2020.75,24.0,27.0,33.0,18.229999542236328,34.90196228027344,3.0,875.0,-1.5625,850.0,99.21875,6.0,0.03444444388151169,0.0,1.9607843160629272,0.0,255.0,11605.0,96.0,13.944999694824219,9.411765098571777,0.0,
    2024-03-13 18:33:38.812,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,72.54901885986328,85.0,1.5625,0.78125,75.0,1609.5,28.0,22.5,33.0,12.970000267028809,29.80392074584961,3.0,765.0,-4.6875,830.0,99.21875,6.0,0.03444444388151169,0.0,30.980392456054688,21.568628311157227,255.0,11605.0,96.0,14.003999710083008,56.07843017578125,12.941176414489746,
    2024-03-13 18:33:42.619,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,15.29411792755127,85.0,0.0,0.0,25.0,2056.75,35.0,33.0,33.0,14.510000228881836,30.19607925415039,3.0,685.0,3.90625,835.0,99.21875,6.0,0.03444444388151169,0.0,10.980392456054688,97.64705657958984,255.0,11605.0,96.0,13.96500015258789,44.70588302612305,0.0,
    2024-03-13 18:33:45.715,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,33.33333206176758,85.0,0.0,2.34375,33.0,1607.25,39.0,35.5,33.0,6.690000057220459,23.52941131591797,3.0,775.0,-3.90625,840.0,99.21875,6.0,0.03444444388151169,0.0,15.29411792755127,6.274509906768799,255.0,11605.0,96.0,14.003999710083008,27.843137741088867,4.705882549285889,
    2024-03-13 18:33:49.998,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,41.568626403808594,85.0,3.90625,-0.78125,65.0,1558.0,38.0,22.0,31.0,2.1700000762939453,16.86274528503418,3.0,0.0,0.0,245.0,99.21875,6.0,0.038333334028720856,0.0,0.0,2.3529412746429443,255.0,11605.0,96.0,13.984000205993652,22.352941513061523,5.098039150238037,
    2024-03-13 18:33:53.873,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,16.86274528503418,85.0,-2.34375,-0.78125,24.0,1390.25,33.0,17.5,31.0,2.0799999237060547,16.86274528503418,3.0,50.0,4.6875,145.0,99.21875,6.0,0.038333334028720856,0.0,0.0,0.0,255.0,11605.0,96.0,13.984000205993652,20.0,4.313725471496582,
    2024-03-13 18:33:56.538,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,27.058822631835938,85.0,1.5625,-3.125,35.0,1221.75,32.0,12.0,31.0,2.240000009536743,16.86274528503418,3.0,855.0,3.125,155.0,99.21875,6.0,0.038333334028720856,0.0,0.0,0.0,255.0,11605.0,96.0,13.809000015258789,20.0,0.0,
